job_id,order_id,resource_id,maquina,inicio,fim,not_before_date,deadline,sub_machine,Status_Processed,delay,tempo_processamento
120,147078,2690,coldboxgasado_coldbox4,2025-11-11 13:30:00,2025-11-11 14:40:00,2025-11-11,2025-11-12,0,,0.0,70
130,147080,2690,coldboxgasado_coldbox4,2025-11-11 14:40:00,2025-11-11 15:50:00,2025-11-11,2025-11-13,0,,0.0,70
124,147079,2690,coldboxgasado_coldbox4,2025-11-11 15:50:00,2025-11-11 17:00:00,2025-11-11,2025-11-12,0,,0.0,70
121,147078,2691,coldboxgasado_coldbox4,2025-11-11 17:10:00,2025-11-11 18:20:00,2025-11-11,2025-11-12,0,,0.0,70
131,147080,2691,coldboxgasado_coldbox4,2025-11-11 18:45:00,2025-11-11 19:55:00,2025-11-11,2025-11-13,0,,0.0,70
125,147079,2691,coldboxgasado_coldbox4,2025-11-11 19:55:00,2025-11-11 21:05:00,2025-11-11,2025-11-12,0,,0.0,70
136,147081,2690,coldboxgasado_coldbox4,2025-11-12 13:30:00,2025-11-12 14:40:00,2025-11-12,2025-11-14,0,,0.0,70
137,147081,2691,coldboxgasado_coldbox4,2025-11-12 14:50:00,2025-11-12 16:00:00,2025-11-12,2025-11-14,0,,0.0,70
146,147082,2690,coldboxgasado_coldbox4,2025-11-13 13:30:00,2025-11-13 14:40:00,2025-11-13,2025-11-17,0,,0.0,70
147,147082,2691,coldboxgasado_coldbox4,2025-11-13 14:50:00,2025-11-13 16:00:00,2025-11-13,2025-11-17,0,,0.0,70
156,147083,2690,coldboxgasado_coldbox4,2025-11-14 13:30:00,2025-11-14 14:40:00,2025-11-14,2025-11-18,0,,0.0,70
157,147083,2691,coldboxgasado_coldbox4,2025-11-14 14:50:00,2025-11-14 16:00:00,2025-11-14,2025-11-18,0,,0.0,70
296,148731,2923,coldboxgasado_coldboxpequena,2025-11-11 04:00:00,2025-11-11 04:05:00,2025-11-11,2025-11-13,0,,0.0,5
1,146345,2907,coldboxgasado_coldboxpequena,2025-11-11 04:10:00,2025-11-11 04:15:00,2025-11-11,2025-11-12,0,,0.0,5
256,148601,2907,coldboxgasado_coldboxpequena,2025-11-11 04:15:00,2025-11-11 04:20:00,2025-11-11,2025-11-12,0,,0.0,5
257,148602,2907,coldboxgasado_coldboxpequena,2025-11-11 04:20:00,2025-11-11 04:45:00,2025-11-11,2025-11-12,0,,0.0,25
258,148603,2908,coldboxgasado_coldboxpequena,2025-11-11 04:50:00,2025-11-11 05:00:00,2025-11-11,2025-11-12,0,,0.0,10
37,146999,115,coldboxgasado_coldboxpequena,2025-11-11 05:05:00,2025-11-11 05:40:00,2025-11-11,2025-11-13,0,,0.0,35
